CSID,CaseMasterID,csdate,cstype,PolicePersonID
3643,3643,2025-06-22,Charge Sheet,41
3644,3644,2024-09-19,Charge Sheet,22
3645,3645,2025-05-29,Final Report,28
3646,3646,2025-04-23,Charge Sheet,48
3647,3647,2024-12-24,Charge Sheet,50
3648,3648,2025-08-11,Final Report,27
3649,3649,2025-05-08,Supplementary Report,80
3650,3650,2026-03-23,Charge Sheet,94
3651,3651,2026-06-29,Supplementary Report,45
3652,3652,2026-07-22,Charge Sheet,33
3653,3653,2024-11-27,Supplementary Report,20
3654,3654,2026-07-22,Final Report,11
3655,3655,2025-04-12,Charge Sheet,12
3656,3656,2026-07-22,Final Report,16
3657,3657,2025-02-05,Charge Sheet,67
3658,3658,2025-09-13,Final Report,72
3659,3659,2024-10-17,Charge Sheet,22
3660,3660,2026-03-23,Final Report,1
3661,3661,2026-07-22,Supplementary Report,61
3662,3662,2025-01-18,Charge Sheet,57
3663,3663,2026-07-22,Charge Sheet,42
3664,3664,2024-07-15,Charge Sheet,64
3665,3665,2026-05-23,Supplementary Report,63
3666,3666,2025-07-27,Supplementary Report,18
3667,3667,2025-02-14,Charge Sheet,24
3668,3668,2026-03-29,Final Report,66
3669,3669,2025-07-27,Final Report,18
3670,3670,2025-04-01,Charge Sheet,40
3671,3671,2025-12-09,Final Report,23
3672,3672,2025-06-14,Charge Sheet,93
3673,3673,2026-07-22,Charge Sheet,75
3674,3674,2025-03-05,Final Report,72
3675,3675,2025-04-07,Charge Sheet,93
3676,3676,2025-11-04,Final Report,44
3677,3677,2025-08-31,Charge Sheet,33
3678,3678,2026-07-22,Supplementary Report,70
3679,3679,2024-07-19,Final Report,3
3680,3680,2025-10-23,Final Report,63
3681,3681,2026-07-22,Charge Sheet,83
3682,3682,2026-01-11,Final Report,14
3683,3683,2026-06-30,Charge Sheet,59
3684,3684,2025-07-13,Final Report,68
3685,3685,2025-04-24,Final Report,40
3686,3686,2025-07-08,Supplementary Report,38
3687,3687,2026-07-22,Final Report,49
3688,3688,2025-01-19,Final Report,90
3689,3689,2026-06-24,Supplementary Report,2
3690,3690,2024-10-08,Final Report,85
3691,3691,2024-12-24,Supplementary Report,61
3692,3692,2024-10-03,Charge Sheet,8
3693,3693,2025-11-19,Supplementary Report,20
3694,3694,2025-01-25,Final Report,34
3695,3695,2026-07-22,Charge Sheet,47
3696,3696,2024-05-27,Charge Sheet,69
3697,3697,2024-09-23,Final Report,45
3698,3698,2026-07-22,Charge Sheet,40
3699,3699,2025-09-09,Final Report,21
3700,3700,2025-09-26,Final Report,71
3701,3701,2025-12-24,Charge Sheet,40
3702,3702,2025-06-14,Charge Sheet,32
3703,3703,2025-01-10,Charge Sheet,17
3704,3704,2024-12-07,Final Report,29
3705,3705,2026-07-22,Final Report,59
3706,3706,2024-05-28,Final Report,93
3707,3707,2025-05-21,Final Report,59
3708,3708,2025-11-30,Charge Sheet,31
3709,3709,2026-06-17,Final Report,89
3710,3710,2025-06-27,Final Report,46
3711,3711,2026-01-22,Charge Sheet,76
3712,3712,2024-07-26,Final Report,29
3713,3713,2025-03-07,Charge Sheet,19
3714,3714,2026-07-22,Final Report,81
3715,3715,2026-07-22,Charge Sheet,85
3716,3716,2025-06-29,Final Report,93
3717,3717,2025-08-25,Final Report,50
3718,3718,2026-06-13,Charge Sheet,94
3719,3719,2024-10-29,Final Report,75
3720,3720,2026-07-22,Supplementary Report,33
3721,3721,2026-03-19,Supplementary Report,1
3722,3722,2026-01-26,Final Report,81
3723,3723,2024-12-27,Final Report,90
3724,3724,2024-06-25,Charge Sheet,43
3725,3725,2026-05-07,Charge Sheet,1
3726,3726,2026-03-03,Charge Sheet,24
3727,3727,2026-05-15,Charge Sheet,66
3728,3728,2026-04-27,Charge Sheet,18
3729,3729,2026-07-22,Final Report,12
3730,3730,2026-07-22,Final Report,70
3731,3731,2025-04-12,Final Report,76
3732,3732,2026-05-14,Charge Sheet,64
3733,3733,2025-01-12,Final Report,71
3734,3734,2026-07-07,Final Report,7
3735,3735,2025-04-14,Final Report,56
3736,3736,2026-07-22,Final Report,7
3737,3737,2026-01-18,Final Report,24
3738,3738,2025-11-21,Final Report,50
3739,3739,2025-03-21,Final Report,88
3740,3740,2025-02-23,Final Report,79
3741,3741,2025-10-08,Charge Sheet,46
3742,3742,2025-11-29,Charge Sheet,16
3743,3743,2026-07-22,Final Report,78
3744,3744,2025-07-18,Charge Sheet,67
3745,3745,2025-12-02,Supplementary Report,88
3746,3746,2025-02-21,Final Report,50
3747,3747,2026-07-22,Final Report,43
3748,3748,2024-11-16,Final Report,91
3749,3749,2025-05-10,Final Report,89
3750,3750,2026-07-22,Charge Sheet,57
3751,3751,2025-12-18,Final Report,6
3752,3752,2026-04-10,Charge Sheet,1
3753,3753,2025-06-21,Charge Sheet,31
3754,3754,2026-07-22,Final Report,70
3755,3755,2025-10-23,Final Report,45
3756,3756,2025-06-02,Final Report,89
3757,3757,2025-05-30,Final Report,40
3758,3758,2025-06-04,Final Report,74
3759,3759,2024-06-21,Supplementary Report,82
3760,3760,2025-08-21,Final Report,49
3761,3761,2024-08-04,Supplementary Report,37
3762,3762,2024-12-28,Supplementary Report,36
3763,3763,2025-04-24,Final Report,27
3764,3764,2025-05-24,Final Report,61
3765,3765,2024-09-30,Final Report,48
3766,3766,2024-08-10,Final Report,47
3767,3767,2026-01-08,Final Report,47
3768,3768,2026-07-22,Supplementary Report,38
3769,3769,2024-06-30,Supplementary Report,1
3770,3770,2024-11-16,Final Report,2
3771,3771,2024-11-29,Charge Sheet,5
3772,3772,2026-07-22,Charge Sheet,27
3773,3773,2025-04-19,Charge Sheet,37
3774,3774,2026-05-22,Supplementary Report,62
3775,3775,2026-07-22,Charge Sheet,51
3776,3776,2024-11-16,Final Report,18
3777,3777,2025-01-01,Charge Sheet,35
3778,3778,2026-07-22,Charge Sheet,34
3779,3779,2025-06-28,Charge Sheet,26
3780,3780,2025-05-11,Final Report,51
3781,3781,2025-01-17,Supplementary Report,5
3782,3782,2026-05-06,Supplementary Report,38
3783,3783,2025-04-25,Charge Sheet,12
3784,3784,2024-12-17,Final Report,68
3785,3785,2026-06-10,Final Report,41
3786,3786,2026-03-10,Final Report,37
3787,3787,2026-06-05,Charge Sheet,47
3788,3788,2025-01-17,Final Report,54
3789,3789,2024-12-15,Charge Sheet,15
3790,3790,2024-07-21,Final Report,24
3791,3791,2025-12-28,Final Report,84
3792,3792,2025-04-24,Final Report,24
3793,3793,2025-03-02,Final Report,4
3794,3794,2025-07-03,Supplementary Report,44
3795,3795,2024-06-06,Final Report,64
3796,3796,2025-03-20,Final Report,44
3797,3797,2024-11-23,Final Report,80
3798,3798,2025-07-19,Final Report,24
3799,3799,2024-09-21,Final Report,11
3800,3800,2025-11-11,Charge Sheet,81
3801,3801,2026-07-22,Final Report,56
3802,3802,2025-06-15,Charge Sheet,94
3803,3803,2025-06-04,Charge Sheet,38
3804,3804,2024-07-28,Supplementary Report,69
3805,3805,2025-08-11,Charge Sheet,62
3806,3806,2026-07-22,Charge Sheet,48
3807,3807,2026-05-30,Final Report,52
3808,3808,2025-03-11,Supplementary Report,78
3809,3809,2026-07-22,Charge Sheet,4
3810,3810,2026-07-21,Final Report,26
3811,3811,2025-01-20,Charge Sheet,32
3812,3812,2026-07-22,Supplementary Report,55
3813,3813,2026-07-22,Supplementary Report,17
3814,3814,2026-03-31,Final Report,37
3815,3815,2025-10-17,Final Report,18
3816,3816,2025-03-23,Charge Sheet,81
3817,3817,2025-10-11,Final Report,2
3818,3818,2025-04-15,Charge Sheet,32
3819,3819,2025-02-09,Supplementary Report,57
3820,3820,2025-01-14,Charge Sheet,6
3821,3821,2025-09-25,Final Report,1
3822,3822,2025-05-11,Final Report,34
3823,3823,2025-05-20,Charge Sheet,46
3824,3824,2026-06-16,Final Report,44
3825,3825,2025-09-26,Final Report,58
3826,3826,2025-09-16,Final Report,10
3827,3827,2024-08-29,Charge Sheet,80
3828,3828,2026-07-22,Final Report,31
3829,3829,2025-11-14,Charge Sheet,26
3830,3830,2024-09-06,Final Report,18
3831,3831,2024-04-02,Final Report,54
3832,3832,2026-07-22,Final Report,14
3833,3833,2025-03-07,Final Report,31
3834,3834,2025-10-30,Supplementary Report,88
3835,3835,2025-02-22,Final Report,82
3836,3836,2024-08-16,Supplementary Report,39
3837,3837,2025-05-06,Final Report,60
3838,3838,2026-07-22,Final Report,57
3839,3839,2025-10-14,Final Report,21
3840,3840,2026-01-28,Charge Sheet,77
3841,3841,2024-05-02,Charge Sheet,8
3842,3842,2025-02-02,Final Report,55
3843,3843,2026-07-22,Final Report,81
3844,3844,2026-07-22,Charge Sheet,69
3845,3845,2025-01-23,Charge Sheet,87
3846,3846,2024-11-11,Charge Sheet,14
3847,3847,2025-12-20,Supplementary Report,41
3848,3848,2026-01-20,Charge Sheet,58
3849,3849,2025-12-14,Final Report,39
3850,3850,2025-06-06,Final Report,16
3851,3851,2026-05-07,Final Report,8
3852,3852,2025-04-19,Charge Sheet,4
3853,3853,2025-11-02,Final Report,73
3854,3854,2025-07-20,Final Report,3
3855,3855,2026-07-22,Charge Sheet,9
3856,3856,2024-06-20,Final Report,67
3857,3857,2026-06-03,Final Report,71
3858,3858,2026-07-22,Final Report,57
3859,3859,2024-11-15,Final Report,81
3860,3860,2024-11-16,Charge Sheet,72
3861,3861,2026-01-13,Supplementary Report,14
3862,3862,2026-01-16,Charge Sheet,3
3863,3863,2026-06-29,Charge Sheet,87
3864,3864,2025-10-13,Final Report,25
3865,3865,2026-07-22,Charge Sheet,45
3866,3866,2024-07-07,Final Report,75
3867,3867,2026-07-22,Final Report,93
3868,3868,2025-01-20,Charge Sheet,65
3869,3869,2025-02-02,Final Report,54
3870,3870,2024-12-17,Charge Sheet,91
3871,3871,2026-07-22,Supplementary Report,17
3872,3872,2025-07-01,Final Report,30
3873,3873,2025-12-30,Final Report,58
3874,3874,2025-04-30,Final Report,54
3875,3875,2025-07-10,Charge Sheet,41
3876,3876,2025-01-19,Charge Sheet,34
3877,3877,2025-08-16,Final Report,54
3878,3878,2026-01-19,Final Report,67
3879,3879,2025-09-12,Final Report,43
3880,3880,2026-07-22,Final Report,60
3881,3881,2025-06-27,Charge Sheet,76
3882,3882,2026-02-09,Final Report,28
3883,3883,2026-07-22,Final Report,41
3884,3884,2024-11-23,Final Report,74
3885,3885,2024-12-24,Charge Sheet,94
3886,3886,2025-10-17,Final Report,45
3887,3887,2025-08-06,Final Report,43
3888,3888,2026-06-24,Final Report,16
3889,3889,2024-11-16,Charge Sheet,41
3890,3890,2026-07-22,Charge Sheet,11
3891,3891,2025-05-28,Charge Sheet,67
3892,3892,2026-07-02,Charge Sheet,12
3893,3893,2026-05-16,Final Report,91
3894,3894,2026-02-13,Charge Sheet,49
3895,3895,2024-12-02,Charge Sheet,35
3896,3896,2025-03-17,Final Report,31
3897,3897,2025-06-06,Final Report,62
3898,3898,2025-05-05,Charge Sheet,64
3899,3899,2026-04-22,Final Report,58
3900,3900,2024-12-16,Supplementary Report,31
3901,3901,2025-02-17,Final Report,76
3902,3902,2024-07-16,Final Report,94
3903,3903,2025-08-26,Charge Sheet,62
3904,3904,2025-08-22,Final Report,36
3905,3905,2025-07-27,Final Report,65
3906,3906,2026-07-22,Final Report,60
3907,3907,2025-08-25,Supplementary Report,9
3908,3908,2024-10-09,Final Report,20
3909,3909,2025-12-05,Final Report,32
3910,3910,2026-03-23,Final Report,76
3911,3911,2025-07-11,Final Report,86
3912,3912,2026-05-25,Final Report,20
3913,3913,2025-12-15,Final Report,84
3914,3914,2024-12-30,Final Report,90
3915,3915,2025-08-18,Final Report,87
3916,3916,2025-01-23,Final Report,29
3917,3917,2026-02-18,Final Report,71
3918,3918,2026-05-28,Charge Sheet,92
3919,3919,2026-07-22,Supplementary Report,37
3920,3920,2025-03-09,Charge Sheet,13
3921,3921,2025-07-19,Charge Sheet,27
3922,3922,2025-09-19,Charge Sheet,86
3923,3923,2026-07-22,Final Report,81
3924,3924,2025-04-13,Final Report,29
3925,3925,2026-07-22,Final Report,17
3926,3926,2026-07-22,Charge Sheet,17
3927,3927,2025-02-27,Final Report,77
3928,3928,2026-01-01,Charge Sheet,1
3929,3929,2025-12-13,Charge Sheet,8
3930,3930,2025-02-23,Final Report,91
3931,3931,2024-05-01,Final Report,32
3932,3932,2024-10-07,Final Report,57
3933,3933,2025-05-11,Charge Sheet,36
3934,3934,2024-08-06,Final Report,49
3935,3935,2024-04-21,Supplementary Report,89
3936,3936,2024-09-26,Charge Sheet,7
3937,3937,2026-06-09,Final Report,14
3938,3938,2024-07-09,Charge Sheet,6
3939,3939,2026-06-04,Charge Sheet,11
3940,3940,2026-07-22,Final Report,94
3941,3941,2026-03-21,Final Report,80
3942,3942,2024-11-02,Final Report,25
3943,3943,2025-07-25,Final Report,50
3944,3944,2025-05-06,Charge Sheet,15
3945,3945,2024-09-05,Supplementary Report,47
3946,3946,2025-02-09,Final Report,48
3947,3947,2025-04-05,Final Report,66
3948,3948,2024-09-05,Final Report,90
3949,3949,2025-05-22,Final Report,49
3950,3950,2026-06-15,Charge Sheet,59
3951,3951,2025-06-18,Final Report,6
3952,3952,2026-07-22,Final Report,86
3953,3953,2026-02-07,Final Report,9
3954,3954,2024-08-08,Charge Sheet,26
3955,3955,2025-12-24,Final Report,6
3956,3956,2026-02-12,Final Report,24
3957,3957,2026-03-01,Final Report,66
3958,3958,2024-08-16,Final Report,55
3959,3959,2026-05-09,Final Report,85
3960,3960,2026-07-22,Charge Sheet,77
3961,3961,2025-09-27,Final Report,32
3962,3962,2026-03-17,Final Report,74
3963,3963,2026-01-29,Supplementary Report,20
3964,3964,2026-07-22,Final Report,36
3965,3965,2024-11-15,Charge Sheet,65
3966,3966,2026-06-02,Final Report,89
3967,3967,2026-07-22,Charge Sheet,73
3968,3968,2026-02-09,Supplementary Report,84
3969,3969,2026-05-20,Supplementary Report,56
3970,3970,2025-04-28,Final Report,62
3971,3971,2025-01-01,Charge Sheet,92
3972,3972,2026-07-22,Final Report,94
3973,3973,2026-07-22,Final Report,49
3974,3974,2025-10-16,Charge Sheet,11
3975,3975,2024-12-21,Charge Sheet,16
3976,3976,2024-09-19,Final Report,9
3977,3977,2026-03-09,Charge Sheet,12
3978,3978,2026-07-22,Charge Sheet,43
3979,3979,2025-07-14,Final Report,56
3980,3980,2025-04-09,Supplementary Report,86
3981,3981,2026-07-22,Final Report,18
3982,3982,2024-07-01,Final Report,11
3983,3983,2026-07-22,Charge Sheet,83
3984,3984,2026-07-22,Final Report,13
3985,3985,2025-08-17,Final Report,12
3986,3986,2025-06-11,Charge Sheet,11
3987,3987,2026-01-07,Final Report,73
3988,3988,2024-12-25,Charge Sheet,41
3989,3989,2026-03-11,Final Report,47
3990,3990,2024-11-18,Charge Sheet,27
3991,3991,2025-08-06,Final Report,28
3992,3992,2026-07-09,Final Report,77
3993,3993,2026-07-22,Final Report,49
3994,3994,2026-07-22,Supplementary Report,60
3995,3995,2026-07-22,Charge Sheet,94
3996,3996,2026-07-22,Charge Sheet,26
3997,3997,2025-10-09,Final Report,94
3998,3998,2026-07-22,Final Report,73
3999,3999,2026-07-22,Final Report,53
4000,4000,2024-07-09,Charge Sheet,83
4001,4001,2026-07-22,Final Report,44
4002,4002,2026-07-22,Final Report,37
4003,4003,2025-05-08,Charge Sheet,70
4004,4004,2025-02-04,Final Report,88
4005,4005,2025-06-15,Final Report,79
4006,4006,2025-03-20,Final Report,12
4007,4007,2025-10-03,Final Report,53
4008,4008,2025-11-28,Final Report,76
4009,4009,2025-01-31,Final Report,61
4010,4010,2026-02-22,Charge Sheet,66
4011,4011,2026-07-22,Charge Sheet,58
4012,4012,2026-07-22,Final Report,17
4013,4013,2025-05-14,Charge Sheet,59
4014,4014,2026-07-22,Charge Sheet,89
4015,4015,2026-04-18,Final Report,45
4016,4016,2024-06-13,Supplementary Report,85
4017,4017,2026-01-31,Charge Sheet,44
4018,4018,2025-08-21,Final Report,21
4019,4019,2024-03-21,Charge Sheet,93
4020,4020,2026-01-11,Charge Sheet,60
4021,4021,2026-05-16,Final Report,5
4022,4022,2026-01-05,Final Report,48
4023,4023,2026-06-10,Final Report,60
4024,4024,2025-07-05,Charge Sheet,55
4025,4025,2025-09-15,Charge Sheet,4
4026,4026,2026-02-21,Final Report,33
4027,4027,2025-12-29,Supplementary Report,41
4028,4028,2025-12-19,Charge Sheet,64
4029,4029,2024-03-25,Charge Sheet,82
4030,4030,2024-12-15,Supplementary Report,42
4031,4031,2025-04-08,Final Report,66
4032,4032,2025-08-02,Charge Sheet,57
4033,4033,2025-01-27,Final Report,94
4034,4034,2026-02-22,Charge Sheet,42
4035,4035,2026-05-03,Final Report,46
4036,4036,2025-02-13,Charge Sheet,17
4037,4037,2025-12-04,Final Report,20
4038,4038,2024-06-19,Final Report,47
4039,4039,2025-08-24,Charge Sheet,33
4040,4040,2026-06-06,Final Report,42
4041,4041,2026-01-03,Charge Sheet,26
4042,4042,2025-07-23,Final Report,27
4043,4043,2024-12-19,Final Report,9
4044,4044,2025-08-07,Supplementary Report,13
4045,4045,2025-07-31,Charge Sheet,64
4046,4046,2025-07-10,Final Report,31
4047,4047,2026-07-22,Final Report,13
4048,4048,2026-07-22,Final Report,92
4049,4049,2025-05-24,Final Report,29
4050,4050,2025-02-26,Supplementary Report,59
4051,4051,2026-03-29,Charge Sheet,10
4052,4052,2025-09-24,Final Report,33
4053,4053,2026-05-01,Charge Sheet,55
4054,4054,2025-07-04,Charge Sheet,58
4055,4055,2025-06-08,Charge Sheet,55
4056,4056,2025-12-25,Final Report,72
4057,4057,2025-03-31,Charge Sheet,13
4058,4058,2024-08-22,Charge Sheet,44
4059,4059,2024-11-08,Charge Sheet,7
4060,4060,2026-07-22,Supplementary Report,70
4061,4061,2025-02-11,Final Report,69
4062,4062,2025-10-23,Final Report,87
4063,4063,2026-07-22,Final Report,31
4064,4064,2026-07-22,Final Report,21
4065,4065,2026-07-22,Final Report,30
4066,4066,2025-02-11,Final Report,7
4067,4067,2026-01-23,Charge Sheet,65
4068,4068,2025-03-23,Final Report,56
4069,4069,2026-07-22,Supplementary Report,48
4070,4070,2025-11-15,Charge Sheet,52
4071,4071,2024-11-24,Final Report,76
4072,4072,2026-05-13,Final Report,27
4073,4073,2025-12-07,Final Report,80
4074,4074,2025-11-20,Charge Sheet,79
4075,4075,2026-03-17,Final Report,67
4076,4076,2026-07-18,Final Report,3
4077,4077,2025-09-03,Charge Sheet,6
4078,4078,2025-04-07,Final Report,94
4079,4079,2026-07-22,Final Report,36
4080,4080,2024-09-23,Charge Sheet,21
4081,4081,2024-10-15,Charge Sheet,2
4082,4082,2024-11-28,Charge Sheet,21
4083,4083,2026-07-22,Final Report,19
4084,4084,2026-07-22,Charge Sheet,92
4085,4085,2026-04-22,Charge Sheet,32
4086,4086,2024-10-14,Charge Sheet,94
4087,4087,2024-06-05,Final Report,75
4088,4088,2025-04-03,Final Report,90
4089,4089,2024-08-20,Final Report,66
4090,4090,2026-07-22,Final Report,57
4091,4091,2026-01-25,Final Report,41
4092,4092,2026-05-09,Final Report,43
4093,4093,2026-07-22,Final Report,41
4094,4094,2026-07-22,Charge Sheet,89
4095,4095,2025-11-23,Charge Sheet,22
4096,4096,2024-04-09,Supplementary Report,20
4097,4097,2024-09-06,Final Report,15
4098,4098,2026-07-15,Final Report,86
4099,4099,2026-07-22,Final Report,49
4100,4100,2025-08-03,Charge Sheet,81
4101,4101,2025-10-26,Supplementary Report,14
4102,4102,2025-06-14,Charge Sheet,23
4103,4103,2024-08-05,Final Report,11
4104,4104,2024-05-28,Final Report,18
4105,4105,2024-12-14,Final Report,39
4106,4106,2026-07-22,Supplementary Report,27
4107,4107,2025-09-29,Final Report,75
4108,4108,2024-11-11,Final Report,71
4109,4109,2026-07-22,Charge Sheet,93
4110,4110,2025-02-14,Final Report,85
4111,4111,2025-02-20,Final Report,1
4112,4112,2025-12-03,Final Report,28
4113,4113,2026-07-22,Final Report,8
4114,4114,2024-05-27,Final Report,20
4115,4115,2026-03-17,Final Report,76
4116,4116,2026-07-22,Final Report,1
4117,4117,2025-06-30,Final Report,67
4118,4118,2024-11-03,Final Report,3
4119,4119,2025-12-21,Final Report,5
4120,4120,2026-03-29,Charge Sheet,89
4121,4121,2025-12-25,Final Report,16
4122,4122,2025-06-29,Charge Sheet,76
4123,4123,2025-01-08,Final Report,83
4124,4124,2026-07-22,Final Report,61
4125,4125,2026-07-22,Final Report,33
4126,4126,2026-01-08,Charge Sheet,68
4127,4127,2026-02-24,Supplementary Report,37
4128,4128,2026-07-22,Charge Sheet,25
4129,4129,2026-07-22,Final Report,81
4130,4130,2024-07-21,Charge Sheet,45
4131,4131,2026-02-04,Final Report,64
4132,4132,2026-01-06,Charge Sheet,12
4133,4133,2025-08-19,Charge Sheet,29
4134,4134,2024-08-29,Final Report,58
4135,4135,2024-06-30,Final Report,78
4136,4136,2026-07-22,Final Report,62
4137,4137,2026-07-22,Supplementary Report,16
4138,4138,2025-05-29,Final Report,24
4139,4139,2025-07-21,Final Report,87
4140,4140,2025-02-25,Charge Sheet,27
4141,4141,2026-07-22,Charge Sheet,37
4142,4142,2025-06-04,Final Report,67
4143,4143,2024-11-30,Final Report,56
4144,4144,2024-07-19,Final Report,5
4145,4145,2024-05-31,Final Report,46
4146,4146,2025-01-25,Charge Sheet,56
4147,4147,2024-06-24,Charge Sheet,19
4148,4148,2025-09-13,Final Report,62
4149,4149,2025-02-23,Supplementary Report,45
4150,4150,2026-04-10,Final Report,69
4151,4151,2025-08-16,Final Report,53
4152,4152,2026-07-22,Charge Sheet,77
4153,4153,2026-06-24,Final Report,49
4154,4154,2025-04-15,Supplementary Report,56
4155,4155,2024-12-21,Final Report,87
4156,4156,2025-10-26,Charge Sheet,69
4157,4157,2025-03-19,Final Report,66
4158,4158,2026-05-05,Supplementary Report,77
4159,4159,2025-11-05,Charge Sheet,44
4160,4160,2024-04-17,Final Report,26
4161,4161,2026-07-22,Final Report,46
4162,4162,2025-12-25,Final Report,38
4163,4163,2024-07-14,Final Report,56
4164,4164,2025-06-10,Final Report,76
4165,4165,2026-07-22,Final Report,58
4166,4166,2024-12-21,Final Report,15
4167,4167,2024-10-26,Charge Sheet,3
4168,4168,2026-07-22,Final Report,94
4169,4169,2026-02-27,Final Report,24
4170,4170,2024-09-02,Final Report,36
4171,4171,2025-12-13,Final Report,28
4172,4172,2024-12-08,Supplementary Report,39
4173,4173,2026-01-04,Charge Sheet,52
4174,4174,2026-03-10,Charge Sheet,26
4175,4175,2025-09-18,Final Report,59
4176,4176,2026-03-31,Final Report,30
4177,4177,2026-04-30,Charge Sheet,90
4178,4178,2025-05-12,Charge Sheet,65
4179,4179,2026-07-03,Final Report,69
4180,4180,2025-04-18,Charge Sheet,44
4181,4181,2025-12-28,Final Report,11
4182,4182,2026-03-23,Charge Sheet,25
4183,4183,2025-07-17,Charge Sheet,67
4184,4184,2025-07-16,Final Report,72
4185,4185,2026-07-22,Final Report,53
4186,4186,2026-07-22,Charge Sheet,13
4187,4187,2025-04-10,Final Report,69
4188,4188,2026-06-03,Charge Sheet,87
4189,4189,2025-04-21,Final Report,79
4190,4190,2026-07-22,Supplementary Report,86
4191,4191,2025-02-04,Final Report,63
4192,4192,2024-05-27,Final Report,64
4193,4193,2026-07-22,Charge Sheet,85
4194,4194,2025-05-26,Final Report,31
4195,4195,2025-09-23,Charge Sheet,7
4196,4196,2025-09-08,Charge Sheet,69
4197,4197,2025-03-18,Final Report,34
4198,4198,2026-07-22,Final Report,90
4199,4199,2025-01-07,Final Report,43
4200,4200,2026-01-07,Final Report,53
4201,4201,2024-05-12,Final Report,57
4202,4202,2026-07-01,Charge Sheet,93
4203,4203,2026-02-25,Final Report,82
4204,4204,2026-05-18,Charge Sheet,38
4205,4205,2026-07-22,Final Report,82
4206,4206,2025-11-22,Charge Sheet,88
4207,4207,2025-07-23,Charge Sheet,46
4208,4208,2024-04-03,Final Report,56
4209,4209,2024-08-08,Final Report,46
4210,4210,2025-12-11,Charge Sheet,89
4211,4211,2026-02-02,Final Report,79
4212,4212,2026-03-29,Final Report,46
4213,4213,2025-06-07,Charge Sheet,9
4214,4214,2025-11-09,Charge Sheet,14
4215,4215,2026-07-22,Charge Sheet,75
4216,4216,2026-01-14,Charge Sheet,29
4217,4217,2025-02-25,Final Report,72
4218,4218,2025-05-21,Charge Sheet,14
4219,4219,2024-11-22,Final Report,28
4220,4220,2024-10-18,Charge Sheet,70
4221,4221,2025-04-14,Final Report,30
4222,4222,2025-06-22,Final Report,84
4223,4223,2024-07-24,Charge Sheet,30
4224,4224,2025-05-10,Final Report,9
4225,4225,2025-07-14,Final Report,69
4226,4226,2026-05-29,Supplementary Report,69
4227,4227,2025-11-18,Final Report,74
4228,4228,2025-05-29,Charge Sheet,40
4229,4229,2025-09-06,Charge Sheet,23
4230,4230,2025-04-30,Final Report,10
4231,4231,2026-03-05,Supplementary Report,39
4232,4232,2026-05-30,Final Report,1
4233,4233,2026-07-04,Charge Sheet,60
4234,4234,2025-06-21,Final Report,44
4235,4235,2024-10-15,Final Report,62
4236,4236,2026-05-11,Supplementary Report,55
4237,4237,2025-06-27,Final Report,75
4238,4238,2026-02-17,Charge Sheet,10
4239,4239,2026-06-10,Final Report,35
4240,4240,2025-11-19,Final Report,7
4241,4241,2026-07-22,Final Report,21
4242,4242,2026-04-29,Final Report,23
4243,4243,2026-07-22,Final Report,80
4244,4244,2026-03-25,Final Report,59
4245,4245,2025-11-26,Final Report,43
4246,4246,2026-06-10,Charge Sheet,53
4247,4247,2026-01-20,Charge Sheet,16
4248,4248,2025-12-31,Charge Sheet,70
4249,4249,2024-10-28,Final Report,29
4250,4250,2026-04-02,Charge Sheet,86
4251,4251,2025-08-03,Supplementary Report,34
4252,4252,2026-03-06,Final Report,80
4253,4253,2025-08-02,Final Report,8
4254,4254,2025-12-21,Charge Sheet,50
4255,4255,2026-02-26,Charge Sheet,66
4256,4256,2026-07-22,Final Report,1
4257,4257,2025-11-24,Final Report,13
4258,4258,2026-05-06,Final Report,13
4259,4259,2025-10-25,Charge Sheet,8
4260,4260,2025-08-19,Final Report,34
4261,4261,2026-07-22,Final Report,4
4262,4262,2025-09-22,Charge Sheet,58
4263,4263,2026-06-02,Supplementary Report,42
4264,4264,2024-07-01,Final Report,37
4265,4265,2026-01-20,Final Report,25
4266,4266,2025-07-07,Final Report,68
4267,4267,2024-06-16,Final Report,77
4268,4268,2025-03-19,Final Report,80
4269,4269,2026-07-22,Charge Sheet,5
4270,4270,2026-03-27,Charge Sheet,80
4271,4271,2025-08-31,Final Report,34
4272,4272,2025-04-09,Final Report,59
4273,4273,2026-07-22,Final Report,2
4274,4274,2026-05-08,Final Report,46
4275,4275,2026-07-22,Supplementary Report,13
4276,4276,2026-02-28,Final Report,89
4277,4277,2026-07-22,Final Report,30
4278,4278,2025-12-12,Charge Sheet,59
4279,4279,2024-12-13,Final Report,37
4280,4280,2026-07-22,Charge Sheet,51
4281,4281,2025-03-24,Charge Sheet,12
4282,4282,2025-05-10,Final Report,13
4283,4283,2024-07-21,Final Report,22
4284,4284,2025-06-06,Supplementary Report,3
4285,4285,2026-07-22,Charge Sheet,61
4286,4286,2025-09-12,Charge Sheet,1
4287,4287,2026-01-11,Final Report,84
4288,4288,2025-06-06,Final Report,36
4289,4289,2024-08-24,Charge Sheet,48
4290,4290,2025-10-31,Final Report,2
4291,4291,2026-05-14,Final Report,29
4292,4292,2026-06-22,Final Report,40
4293,4293,2025-09-24,Final Report,88
4294,4294,2026-06-21,Final Report,26
4295,4295,2025-04-12,Final Report,53
4296,4296,2024-09-09,Final Report,69
4297,4297,2024-11-28,Final Report,49
