ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
2813,2813,2,2024-10-29,1,3,8,10,3,2813,1,0
2814,2814,1,2024-12-27,1,11,32,32,11,2814,1,0
2815,2815,1,2024-09-29,1,12,37,36,12,2815,1,0
2816,2816,1,2025-04-05,1,26,77,77,26,2816,1,0
2817,2817,1,2024-10-27,1,9,26,27,9,2817,1,0
2818,2818,2,2024-09-03,1,20,61,59,20,2818,1,0
2819,2819,1,2026-01-13,1,28,83,83,28,2819,1,0
2820,2820,1,2025-12-20,1,15,46,44,15,2820,1,0
2821,2821,2,2024-10-20,1,17,51,50,17,2821,1,0
2822,2822,1,2025-10-02,1,1,4,3,1,2822,1,0
2823,2823,1,2024-08-10,1,20,59,59,20,2823,1,0
2824,2824,1,2024-07-12,1,18,55,55,18,2824,1,0
2825,2825,1,2025-11-04,1,1,2,1,1,2825,1,0
2826,2826,1,2026-07-08,1,1,4,3,1,2826,1,0
2827,2827,1,2024-05-09,1,20,61,60,20,2827,1,0
2828,2828,1,2026-07-22,1,3,10,8,3,2828,1,0
2829,2829,1,2024-04-09,1,25,76,74,25,2829,1,0
2830,2830,1,2026-01-26,1,24,73,72,24,2830,1,0
2831,2831,1,2024-06-13,1,23,68,70,23,2831,1,0
2832,2832,1,2025-06-23,1,16,48,47,16,2832,1,0
2833,2833,1,2026-07-22,1,30,90,91,30,2833,1,0
2834,2834,1,2026-06-30,1,24,73,71,24,2834,1,0
2835,2835,1,2025-07-19,1,30,91,90,30,2835,1,0
2836,2836,1,2025-11-05,1,22,66,66,22,2836,1,0
2837,2837,1,2025-06-29,1,20,60,60,20,2837,1,0
2838,2838,1,2026-02-01,1,8,25,24,8,2838,1,0
2839,2839,1,2025-05-04,1,15,45,45,15,2839,1,0
2840,2840,1,2025-09-22,1,3,9,9,3,2840,1,0
2841,2841,2,2024-07-21,1,30,89,89,30,2841,1,0
2842,2842,1,2024-12-26,1,26,78,79,26,2842,1,0
2843,2843,1,2024-07-02,1,11,34,34,11,2843,1,0
2844,2844,1,2025-05-14,1,24,72,71,24,2844,1,0
2845,2845,1,2024-08-10,1,19,58,58,19,2845,1,0
2846,2846,2,2025-10-03,1,6,17,19,6,2846,1,0
2847,2847,1,2025-01-17,1,21,62,64,21,2847,1,0
2848,2848,1,2024-06-25,1,3,10,9,3,2848,1,0
2849,2849,1,2025-07-25,1,1,2,1,1,2849,1,0
2850,2850,1,2026-07-02,1,28,84,83,28,2850,1,0
2851,2851,1,2024-08-25,1,30,90,89,30,2851,1,0
2852,2852,1,2025-04-19,1,14,43,43,14,2852,1,0
2853,2853,2,2024-11-24,1,9,28,28,9,2853,1,0
2854,2854,1,2024-11-23,1,18,55,53,18,2854,1,0
2855,2855,1,2024-10-22,1,10,29,29,10,2855,1,0
2856,2856,1,2024-07-29,1,31,92,92,31,2856,1,0
2857,2857,1,2025-05-27,1,6,17,17,6,2857,1,0
2858,2858,2,2026-07-22,1,3,10,9,3,2858,1,0
2859,2859,1,2025-05-10,1,6,18,18,6,2859,1,0
2860,2860,1,2025-04-16,1,5,15,15,5,2860,1,0
2861,2861,1,2026-06-12,1,31,93,94,31,2861,1,0
2862,2862,2,2025-09-10,1,28,85,85,28,2862,1,0
2863,2863,2,2026-05-09,1,24,72,72,24,2863,1,0
2864,2864,2,2025-03-30,1,10,30,30,10,2864,1,0
2865,2865,1,2025-09-10,1,4,11,12,4,2865,1,0
2866,2866,1,2024-10-27,1,31,92,92,31,2866,1,0
2867,2867,2,2025-06-04,1,20,59,59,20,2867,1,0
2868,2868,1,2026-07-22,1,23,69,69,23,2868,1,0
2869,2869,2,2024-10-22,1,5,15,16,5,2869,1,0
2870,2870,1,2024-09-18,1,7,21,20,7,2870,1,0
2871,2871,1,2024-07-06,1,3,8,9,3,2871,1,0
2872,2872,1,2024-10-11,1,19,58,57,19,2872,1,0
2873,2873,1,2025-09-15,1,21,62,62,21,2873,1,0
2874,2874,1,2025-09-05,1,22,65,66,22,2874,1,0
2875,2875,1,2025-12-03,1,28,85,84,28,2875,1,0
2876,2876,2,2025-12-04,1,24,71,72,24,2876,1,0
2877,2877,1,2025-07-25,1,24,72,73,24,2877,1,0
2878,2878,1,2025-08-15,1,24,72,72,24,2878,1,0
2879,2879,1,2025-12-20,1,12,35,35,12,2879,1,0
2880,2880,1,2026-07-22,1,9,26,27,9,2880,1,0
2881,2881,1,2024-08-29,1,6,17,19,6,2881,1,0
2882,2882,1,2025-03-15,1,9,27,26,9,2882,1,0
2883,2883,1,2026-03-19,1,2,6,7,2,2883,1,0
2884,2884,1,2024-11-21,1,19,56,58,19,2884,1,0
2885,2885,1,2024-05-09,1,28,85,84,28,2885,1,0
2886,2886,1,2024-10-13,1,16,48,48,16,2886,1,0
2887,2887,1,2025-01-01,1,1,1,1,1,2887,1,0
2888,2888,2,2025-07-04,1,2,6,6,2,2888,1,0
2889,2889,1,2024-12-02,1,3,9,9,3,2889,1,0
2890,2890,1,2026-06-01,1,11,33,34,11,2890,1,0
2891,2891,1,2024-06-23,1,13,40,40,13,2891,1,0
2892,2892,1,2024-10-03,1,5,16,15,5,2892,1,0
2893,2893,1,2024-12-09,1,15,44,46,15,2893,1,0
2894,2894,1,2025-06-07,1,26,78,79,26,2894,1,0
2895,2895,2,2025-04-28,1,2,7,7,2,2895,1,0
2896,2896,1,2025-09-26,1,26,77,77,26,2896,1,0
2897,2897,2,2025-09-08,1,26,78,79,26,2897,1,0
2898,2898,1,2026-04-17,1,26,77,79,26,2898,1,0
2899,2899,1,2026-01-10,1,17,52,51,17,2899,1,0
2900,2900,1,2024-12-26,1,15,46,46,15,2900,1,0
2901,2901,2,2024-10-28,1,13,38,38,13,2901,1,0
2902,2902,1,2025-07-05,1,4,11,12,4,2902,1,0
2903,2903,1,2025-02-28,1,3,9,8,3,2903,1,0
2904,2904,1,2024-04-17,1,22,65,66,22,2904,1,0
2905,2905,1,2026-07-22,1,23,69,70,23,2905,1,0
2906,2906,1,2025-01-02,1,29,87,86,29,2906,1,0
2907,2907,1,2026-06-19,1,4,11,13,4,2907,1,0
2908,2908,2,2025-07-22,1,30,91,90,30,2908,1,0
2909,2909,1,2024-10-01,1,25,74,76,25,2909,1,0
2910,2910,1,2026-04-09,1,14,41,43,14,2910,1,0
2911,2911,1,2026-04-10,1,18,55,54,18,2911,1,0
2912,2912,1,2024-09-23,1,2,7,5,2,2912,1,0
2913,2913,1,2025-01-21,1,21,63,63,21,2913,1,0
2914,2914,2,2025-05-21,1,13,39,40,13,2914,1,0
2915,2915,1,2024-08-12,1,9,26,28,9,2915,1,0
2916,2916,1,2024-10-19,1,26,77,77,26,2916,1,0
2917,2917,1,2026-07-22,1,20,59,59,20,2917,1,0
2918,2918,1,2025-10-18,1,18,55,53,18,2918,1,0
2919,2919,1,2025-07-20,1,18,53,55,18,2919,1,0
2920,2920,2,2025-12-25,1,8,23,25,8,2920,1,0
2921,2921,1,2025-05-24,1,26,79,79,26,2921,1,0
2922,2922,1,2024-11-06,1,8,24,25,8,2922,1,0
2923,2923,1,2024-09-13,1,19,58,57,19,2923,1,0
2924,2924,1,2024-12-02,1,12,37,37,12,2924,1,0
2925,2925,1,2024-12-23,1,9,27,28,9,2925,1,0
2926,2926,2,2024-10-25,1,18,55,54,18,2926,1,0
2927,2927,1,2024-04-29,1,1,4,4,1,2927,1,0
2928,2928,2,2026-06-03,1,10,31,31,10,2928,1,0
2929,2929,1,2024-08-17,1,12,35,37,12,2929,1,0
2930,2930,1,2025-05-13,1,3,8,8,3,2930,1,0
2931,2931,1,2024-06-02,1,8,23,24,8,2931,1,0
2932,2932,1,2024-09-26,1,30,89,91,30,2932,1,0
2933,2933,1,2026-07-22,1,3,10,9,3,2933,1,0
2934,2934,2,2025-10-03,1,8,25,24,8,2934,1,0
2935,2935,1,2026-04-20,1,3,10,9,3,2935,1,0
2936,2936,1,2026-01-21,1,3,8,9,3,2936,1,0
2937,2937,1,2024-06-04,1,22,67,66,22,2937,1,0
2938,2938,1,2025-09-14,1,2,7,6,2,2938,1,0
2939,2939,2,2024-08-10,1,9,28,26,9,2939,1,0
2940,2940,1,2024-06-01,1,19,57,58,19,2940,1,0
2941,2941,1,2025-08-17,1,4,12,13,4,2941,1,0
2942,2942,1,2026-03-21,1,18,54,54,18,2942,1,0
2943,2943,1,2024-10-23,1,28,83,83,28,2943,1,0
2944,2944,1,2026-07-22,1,1,2,1,1,2944,1,0
2945,2945,1,2026-06-08,1,24,72,72,24,2945,1,0
2946,2946,1,2024-05-18,1,20,61,61,20,2946,1,0
2947,2947,2,2025-03-28,1,12,36,36,12,2947,1,0
2948,2948,1,2025-07-27,1,31,93,94,31,2948,1,0
2949,2949,1,2026-07-12,1,24,73,72,24,2949,1,0
2950,2950,1,2026-03-21,1,29,86,86,29,2950,1,0
2951,2951,2,2026-07-08,1,12,37,35,12,2951,1,0
2952,2952,1,2024-08-19,1,14,43,41,14,2952,1,0
2953,2953,2,2024-09-02,1,30,91,91,30,2953,1,0
2954,2954,2,2026-01-08,1,31,93,94,31,2954,1,0
2955,2955,2,2024-12-26,1,4,12,13,4,2955,1,0
2956,2956,1,2026-05-14,1,31,94,92,31,2956,1,0
2957,2957,2,2024-09-19,1,15,45,44,15,2957,1,0
2958,2958,2,2024-08-09,1,18,55,54,18,2958,1,0
2959,2959,1,2026-04-25,1,8,23,25,8,2959,1,0
2960,2960,1,2026-03-19,1,16,49,49,16,2960,1,0
2961,2961,1,2024-12-18,1,5,14,14,5,2961,1,0
2962,2962,2,2026-03-08,1,23,69,70,23,2962,1,0
2963,2963,1,2025-09-24,1,19,56,58,19,2963,1,0
2964,2964,1,2025-12-04,1,23,70,70,23,2964,1,0
2965,2965,1,2024-08-22,1,19,57,57,19,2965,1,0
2966,2966,1,2025-07-20,1,30,89,91,30,2966,1,0
2967,2967,2,2025-03-12,1,24,72,71,24,2967,1,0
2968,2968,1,2024-12-30,1,29,86,87,29,2968,1,0
2969,2969,1,2026-05-23,1,16,48,47,16,2969,1,0
2970,2970,1,2026-04-28,1,29,87,86,29,2970,1,0
2971,2971,1,2026-07-22,1,10,30,31,10,2971,1,0
2972,2972,1,2025-07-16,1,24,72,72,24,2972,1,0
2973,2973,2,2025-06-24,1,13,40,39,13,2973,1,0
2974,2974,1,2025-06-21,1,22,66,67,22,2974,1,0
2975,2975,1,2025-06-06,1,17,52,51,17,2975,1,0
2976,2976,1,2026-07-22,1,1,3,4,1,2976,1,0
2977,2977,1,2025-08-30,1,14,43,41,14,2977,1,0
2978,2978,1,2025-06-15,1,22,66,65,22,2978,1,0
2979,2979,1,2025-10-09,1,1,2,1,1,2979,1,0
2980,2980,1,2026-07-22,1,27,81,81,27,2980,1,0
2981,2981,1,2025-07-05,1,22,66,67,22,2981,1,0
2982,2982,2,2025-11-10,1,31,93,93,31,2982,1,0
2983,2983,1,2026-07-21,1,27,82,81,27,2983,1,0
2984,2984,1,2026-03-15,1,18,53,54,18,2984,1,0
2985,2985,1,2024-06-01,1,23,70,69,23,2985,1,0
2986,2986,1,2024-03-12,1,13,40,38,13,2986,1,0
2987,2987,1,2025-04-14,1,30,90,90,30,2987,1,0
2988,2988,1,2026-05-13,1,27,82,80,27,2988,1,0
2989,2989,2,2025-07-29,1,15,45,45,15,2989,1,0
2990,2990,1,2026-04-06,1,14,41,42,14,2990,1,0
2991,2991,1,2025-11-05,1,18,55,55,18,2991,1,0
2992,2992,1,2024-02-09,1,30,89,91,30,2992,1,0
2993,2993,1,2024-05-21,1,3,9,10,3,2993,1,0
2994,2994,2,2024-11-22,1,14,41,42,14,2994,1,0
2995,2995,2,2024-06-08,1,22,67,67,22,2995,1,0
2996,2996,1,2026-01-24,1,21,62,64,21,2996,1,0
2997,2997,1,2024-08-11,1,3,10,10,3,2997,1,0
2998,2998,1,2024-07-23,1,1,2,1,1,2998,1,0
2999,2999,1,2026-05-04,1,3,8,10,3,2999,1,0
3000,3000,2,2025-10-10,1,20,59,59,20,3000,1,0
3001,3001,1,2026-07-22,1,22,67,65,22,3001,1,0
3002,3002,1,2026-02-15,1,4,12,12,4,3002,1,0
3003,3003,1,2024-07-01,1,25,76,76,25,3003,1,0
3004,3004,1,2026-03-11,1,21,63,63,21,3004,1,0
3005,3005,1,2024-10-21,1,14,43,41,14,3005,1,0
3006,3006,2,2025-03-02,1,3,8,9,3,3006,1,0
3007,3007,1,2025-04-13,1,26,78,78,26,3007,1,0
3008,3008,1,2026-01-13,1,25,74,76,25,3008,1,0
3009,3009,1,2026-01-02,1,11,32,34,11,3009,1,0
3010,3010,1,2024-09-25,1,1,4,4,1,3010,1,0
3011,3011,1,2025-03-18,1,3,8,10,3,3011,1,0
3012,3012,1,2025-07-01,1,15,46,46,15,3012,1,0
3013,3013,1,2026-05-20,1,1,2,2,1,3013,1,0
3014,3014,1,2026-07-05,1,10,29,31,10,3014,1,0
3015,3015,1,2026-07-22,1,9,26,28,9,3015,1,0
3016,3016,2,2025-12-27,1,16,48,48,16,3016,1,0
3017,3017,1,2025-09-21,1,3,9,9,3,3017,1,0
3018,3018,1,2025-11-12,1,11,33,33,11,3018,1,0
3019,3019,1,2025-08-02,1,26,78,79,26,3019,1,0
3020,3020,1,2025-03-03,1,1,4,4,1,3020,1,0
3021,3021,1,2026-04-07,1,22,66,66,22,3021,1,0
3022,3022,2,2024-04-11,1,4,12,11,4,3022,1,0
3023,3023,1,2025-10-22,1,7,21,21,7,3023,1,0
3024,3024,1,2024-12-01,1,28,85,83,28,3024,1,0
3025,3025,1,2026-07-22,1,19,56,57,19,3025,1,0
3026,3026,1,2024-10-17,1,18,55,54,18,3026,1,0
3027,3027,1,2025-12-14,1,15,46,45,15,3027,1,0
3028,3028,1,2026-07-22,1,1,4,4,1,3028,1,0
3029,3029,2,2026-01-05,1,9,28,26,9,3029,1,0
3030,3030,1,2025-10-19,1,28,84,85,28,3030,1,0
3031,3031,1,2024-04-24,1,5,14,16,5,3031,1,0
3032,3032,1,2026-03-03,1,6,17,19,6,3032,1,0
3033,3033,2,2024-05-16,1,27,81,80,27,3033,1,0
3034,3034,1,2024-05-30,1,28,83,83,28,3034,1,0
3035,3035,1,2026-07-22,1,4,13,11,4,3035,1,0
3036,3036,1,2024-06-12,1,14,41,42,14,3036,1,0
3037,3037,1,2026-07-22,1,25,76,75,25,3037,1,0
3038,3038,1,2026-01-20,1,26,79,77,26,3038,1,0
3039,3039,1,2026-04-06,1,20,59,61,20,3039,1,0
3040,3040,2,2025-02-11,1,4,13,12,4,3040,1,0
3041,3041,1,2025-04-27,1,1,1,4,1,3041,1,0
3042,3042,2,2026-07-22,1,12,36,35,12,3042,1,0
3043,3043,1,2025-09-21,1,24,71,71,24,3043,1,0
3044,3044,1,2025-04-09,1,17,52,51,17,3044,1,0
3045,3045,1,2024-04-27,1,18,53,53,18,3045,1,0
3046,3046,1,2025-04-19,1,26,79,79,26,3046,1,0
3047,3047,1,2026-04-02,1,14,42,43,14,3047,1,0
3048,3048,1,2024-06-20,1,20,59,61,20,3048,1,0
3049,3049,1,2026-01-31,1,25,74,75,25,3049,1,0
3050,3050,1,2026-04-09,1,4,11,11,4,3050,1,0
3051,3051,1,2026-07-22,1,19,56,56,19,3051,1,0
3052,3052,1,2024-06-02,1,20,61,59,20,3052,1,0
3053,3053,1,2025-09-13,1,23,69,69,23,3053,1,0
3054,3054,1,2024-12-26,1,27,81,81,27,3054,1,0
3055,3055,2,2024-11-20,1,26,78,79,26,3055,1,0
3056,3056,1,2026-06-18,1,1,1,3,1,3056,1,0
3057,3057,1,2025-03-28,1,10,29,29,10,3057,1,0
3058,3058,2,2026-05-26,1,13,40,40,13,3058,1,0
3059,3059,1,2025-02-23,1,10,29,29,10,3059,1,0
3060,3060,1,2025-05-16,1,26,77,77,26,3060,1,0
3061,3061,1,2026-07-08,1,19,57,57,19,3061,1,0
3062,3062,1,2026-07-21,1,16,47,49,16,3062,1,0
3063,3063,1,2025-09-10,1,15,45,45,15,3063,1,0
3064,3064,1,2026-05-26,1,24,71,72,24,3064,1,0
3065,3065,1,2024-08-28,1,30,89,90,30,3065,1,0
3066,3066,1,2025-08-27,1,26,79,79,26,3066,1,0
3067,3067,1,2024-11-08,1,28,84,83,28,3067,1,0
3068,3068,1,2025-02-05,1,16,49,49,16,3068,1,0
3069,3069,1,2025-12-16,1,16,47,49,16,3069,1,0
3070,3070,1,2024-07-28,1,16,49,47,16,3070,1,0
3071,3071,1,2026-01-05,1,21,63,62,21,3071,1,0
3072,3072,2,2026-07-22,1,23,68,68,23,3072,1,0
3073,3073,1,2025-11-07,1,1,4,1,1,3073,1,0
3074,3074,1,2026-02-19,1,29,88,86,29,3074,1,0
3075,3075,1,2025-10-07,1,25,75,75,25,3075,1,0
3076,3076,1,2024-09-22,1,30,89,89,30,3076,1,0
3077,3077,1,2024-07-29,1,1,4,2,1,3077,1,0
3078,3078,2,2026-05-27,1,3,8,10,3,3078,1,0
3079,3079,1,2025-04-02,1,7,20,22,7,3079,1,0
3080,3080,1,2026-05-06,1,11,34,32,11,3080,1,0
3081,3081,1,2026-07-05,1,11,34,34,11,3081,1,0
3082,3082,1,2026-04-09,1,21,62,64,21,3082,1,0
3083,3083,1,2026-07-22,1,14,42,41,14,3083,1,0
3084,3084,2,2024-07-24,1,4,12,13,4,3084,1,0
3085,3085,2,2025-02-06,1,1,4,1,1,3085,1,0
3086,3086,1,2026-03-30,1,15,45,44,15,3086,1,0
3087,3087,2,2025-08-04,1,30,90,91,30,3087,1,0
3088,3088,1,2024-06-03,1,27,80,81,27,3088,1,0
3089,3089,1,2024-07-11,1,29,88,88,29,3089,1,0
3090,3090,1,2025-06-03,1,12,36,36,12,3090,1,0
3091,3091,1,2025-06-13,1,10,29,30,10,3091,1,0
3092,3092,1,2026-07-22,1,16,49,49,16,3092,1,0
3093,3093,2,2026-07-15,1,31,92,92,31,3093,1,0
3094,3094,1,2026-02-26,1,13,40,39,13,3094,1,0
3095,3095,1,2026-07-22,1,20,59,60,20,3095,1,0
3096,3096,1,2025-09-12,1,1,1,3,1,3096,1,0
3097,3097,1,2026-07-21,1,17,51,51,17,3097,1,0
3098,3098,1,2024-10-01,1,26,79,79,26,3098,1,0
3099,3099,1,2024-05-21,1,19,58,58,19,3099,1,0
3100,3100,1,2024-08-09,1,14,41,42,14,3100,1,0
3101,3101,1,2025-11-23,1,2,6,6,2,3101,1,0
3102,3102,1,2025-06-05,1,2,6,6,2,3102,1,0
3103,3103,1,2025-12-11,1,30,90,90,30,3103,1,0
3104,3104,2,2026-07-03,1,1,4,1,1,3104,1,0
3105,3105,1,2026-07-22,1,7,20,21,7,3105,1,0
3106,3106,1,2024-01-15,1,19,58,57,19,3106,1,0
3107,3107,1,2025-04-13,1,20,59,59,20,3107,1,0
3108,3108,1,2024-10-01,1,18,54,55,18,3108,1,0
3109,3109,1,2024-11-22,1,14,42,41,14,3109,1,0
3110,3110,1,2025-08-08,1,23,69,70,23,3110,1,0
3111,3111,1,2026-06-25,1,31,94,94,31,3111,1,0
3112,3112,1,2026-04-19,1,8,23,23,8,3112,1,0
3113,3113,1,2026-02-23,1,7,22,22,7,3113,1,0
3114,3114,1,2026-01-24,1,12,36,37,12,3114,1,0
3115,3115,1,2026-02-16,1,27,82,81,27,3115,1,0
3116,3116,1,2026-07-22,1,8,23,24,8,3116,1,0
3117,3117,1,2026-07-22,1,13,39,39,13,3117,1,0
3118,3118,2,2025-04-29,1,23,70,68,23,3118,1,0
3119,3119,1,2026-07-22,1,3,9,8,3,3119,1,0
3120,3120,1,2025-06-28,1,7,21,21,7,3120,1,0
3121,3121,1,2025-09-26,1,31,93,93,31,3121,1,0
3122,3122,1,2025-01-17,1,26,78,78,26,3122,1,0
3123,3123,1,2025-03-06,1,17,50,50,17,3123,1,0
3124,3124,2,2026-03-11,1,30,90,89,30,3124,1,0
3125,3125,1,2024-08-04,1,7,22,21,7,3125,1,0
3126,3126,1,2025-11-09,1,26,79,79,26,3126,1,0
3127,3127,2,2024-04-27,1,6,18,18,6,3127,1,0
3128,3128,1,2025-08-25,1,23,70,70,23,3128,1,0
3129,3129,1,2024-10-29,1,11,33,32,11,3129,1,0
3130,3130,1,2024-05-31,1,13,39,38,13,3130,1,0
3131,3131,1,2024-04-27,1,23,68,70,23,3131,1,0
3132,3132,1,2026-02-04,1,23,70,68,23,3132,1,0
3133,3133,1,2024-07-01,1,31,93,94,31,3133,1,0
3134,3134,1,2025-09-15,1,10,31,29,10,3134,1,0
3135,3135,2,2024-09-15,1,12,37,36,12,3135,1,0
3136,3136,2,2026-03-12,1,25,74,76,25,3136,1,0
3137,3137,1,2025-06-24,1,6,18,18,6,3137,1,0
3138,3138,2,2025-03-16,1,23,69,68,23,3138,1,0
3139,3139,1,2024-12-26,1,18,54,54,18,3139,1,0
3140,3140,1,2026-07-22,1,30,91,91,30,3140,1,0
3141,3141,1,2024-10-29,1,22,65,66,22,3141,1,0
3142,3142,1,2024-05-25,1,4,12,11,4,3142,1,0
3143,3143,1,2026-07-22,1,26,79,79,26,3143,1,0
3144,3144,1,2024-11-13,1,19,56,57,19,3144,1,0
3145,3145,2,2025-07-05,1,28,84,85,28,3145,1,0
3146,3146,2,2025-03-05,1,29,88,88,29,3146,1,0
3147,3147,1,2026-02-10,1,17,52,51,17,3147,1,0
3148,3148,1,2026-04-29,1,23,69,68,23,3148,1,0
3149,3149,1,2025-10-08,1,15,44,45,15,3149,1,0
3150,3150,1,2025-07-02,1,31,93,93,31,3150,1,0
3151,3151,2,2024-07-27,1,6,18,19,6,3151,1,0
3152,3152,1,2025-12-30,1,1,3,2,1,3152,1,0
3153,3153,1,2024-11-08,1,28,85,85,28,3153,1,0
3154,3154,1,2025-06-05,1,12,37,37,12,3154,1,0
3155,3155,2,2024-11-24,1,1,3,1,1,3155,1,0
3156,3156,1,2026-01-03,1,29,86,87,29,3156,1,0
3157,3157,1,2025-05-29,1,17,52,51,17,3157,1,0
3158,3158,1,2026-05-17,1,14,43,42,14,3158,1,0
3159,3159,1,2024-06-24,1,25,74,76,25,3159,1,0
3160,3160,1,2025-05-30,1,4,11,11,4,3160,1,0
3161,3161,1,2026-06-24,1,1,1,1,1,3161,1,0
3162,3162,1,2025-12-05,1,9,26,26,9,3162,1,0
3163,3163,2,2025-10-20,1,15,45,44,15,3163,1,0
3164,3164,2,2025-12-20,1,26,78,78,26,3164,1,0
3165,3165,1,2025-10-24,1,14,41,43,14,3165,1,0
3166,3166,1,2024-07-01,1,27,80,82,27,3166,1,0
3167,3167,1,2024-10-28,1,9,28,28,9,3167,1,0
3168,3168,1,2026-07-07,1,5,15,16,5,3168,1,0
3169,3169,1,2026-07-22,1,31,94,92,31,3169,1,0
3170,3170,1,2026-03-09,1,23,70,69,23,3170,1,0
3171,3171,1,2026-03-30,1,26,78,77,26,3171,1,0
3172,3172,2,2025-08-05,1,30,89,90,30,3172,1,0
3173,3173,2,2025-06-18,1,9,28,28,9,3173,1,0
3174,3174,1,2024-09-02,1,4,12,13,4,3174,1,0
3175,3175,1,2025-06-12,1,11,32,32,11,3175,1,0
3176,3176,1,2024-10-02,1,6,18,17,6,3176,1,0
3177,3177,1,2025-05-19,1,22,65,67,22,3177,1,0
3178,3178,1,2024-05-31,1,31,92,94,31,3178,1,0
3179,3179,1,2024-06-17,1,29,86,88,29,3179,1,0
3180,3180,1,2026-03-06,1,4,11,12,4,3180,1,0
3181,3181,1,2024-05-02,1,12,37,35,12,3181,1,0
3182,3182,1,2024-05-31,1,14,41,41,14,3182,1,0
3183,3183,1,2025-11-10,1,15,45,46,15,3183,1,0
3184,3184,2,2024-09-29,1,26,77,77,26,3184,1,0
3185,3185,1,2025-04-12,1,4,11,12,4,3185,1,0
3186,3186,1,2024-06-14,1,14,41,42,14,3186,1,0
3187,3187,1,2025-10-09,1,9,28,28,9,3187,1,0
3188,3188,1,2025-10-17,1,4,11,11,4,3188,1,0
3189,3189,2,2026-07-22,1,3,9,10,3,3189,1,0
3190,3190,1,2024-11-28,1,9,27,26,9,3190,1,0
3191,3191,2,2026-01-04,1,2,5,7,2,3191,1,0
3192,3192,1,2026-07-10,1,9,26,27,9,3192,1,0
3193,3193,1,2025-05-10,1,1,2,2,1,3193,1,0
3194,3194,1,2025-10-20,1,31,94,92,31,3194,1,0
3195,3195,1,2024-06-22,1,16,47,47,16,3195,1,0
3196,3196,1,2024-05-27,1,6,19,17,6,3196,1,0
3197,3197,2,2025-07-14,1,21,64,64,21,3197,1,0
3198,3198,1,2025-08-27,1,11,33,32,11,3198,1,0
3199,3199,1,2026-03-18,1,15,45,44,15,3199,1,0
3200,3200,1,2025-10-23,1,23,70,68,23,3200,1,0
3201,3201,1,2025-08-02,1,2,5,7,2,3201,1,0
3202,3202,1,2025-03-16,1,2,6,5,2,3202,1,0
3203,3203,1,2026-07-22,1,22,65,67,22,3203,1,0
3204,3204,2,2024-09-03,1,11,34,34,11,3204,1,0
3205,3205,2,2026-07-22,1,8,23,23,8,3205,1,0
3206,3206,1,2025-05-12,1,19,56,56,19,3206,1,0
3207,3207,1,2026-07-22,1,28,84,83,28,3207,1,0
3208,3208,1,2025-09-25,1,17,52,50,17,3208,1,0
3209,3209,1,2025-10-25,1,22,67,67,22,3209,1,0
3210,3210,2,2024-11-25,1,2,7,7,2,3210,1,0
3211,3211,1,2025-05-06,1,17,51,51,17,3211,1,0
3212,3212,2,2026-01-28,1,11,32,34,11,3212,1,0
3213,3213,1,2024-10-10,1,28,83,84,28,3213,1,0
3214,3214,1,2026-05-10,1,26,79,77,26,3214,1,0
3215,3215,1,2024-08-02,1,26,78,77,26,3215,1,0
3216,3216,2,2024-11-25,1,27,81,81,27,3216,1,0
3217,3217,1,2024-06-04,1,18,55,55,18,3217,1,0
3218,3218,1,2025-08-31,1,19,57,56,19,3218,1,0
3219,3219,2,2024-06-10,1,14,41,42,14,3219,1,0
3220,3220,1,2024-09-04,1,1,4,4,1,3220,1,0
3221,3221,1,2024-12-31,1,27,81,80,27,3221,1,0
3222,3222,2,2024-07-29,1,12,35,36,12,3222,1,0
3223,3223,1,2025-01-26,1,23,69,69,23,3223,1,0
3224,3224,1,2025-05-26,1,18,54,54,18,3224,1,0
3225,3225,1,2024-09-23,1,18,55,53,18,3225,1,0
3226,3226,1,2024-09-17,1,25,74,76,25,3226,1,0
3227,3227,1,2025-06-10,1,5,16,14,5,3227,1,0
3228,3228,1,2025-06-11,1,23,68,68,23,3228,1,0
3229,3229,1,2026-07-22,1,5,15,14,5,3229,1,0
3230,3230,2,2025-06-05,1,20,59,59,20,3230,1,0
3231,3231,1,2024-10-07,1,16,49,48,16,3231,1,0
3232,3232,1,2024-05-14,1,8,23,25,8,3232,1,0
3233,3233,1,2026-07-22,1,8,23,25,8,3233,1,0
3234,3234,1,2026-07-22,1,10,29,31,10,3234,1,0
3235,3235,1,2025-09-10,1,8,24,23,8,3235,1,0
3236,3236,2,2025-09-05,1,22,65,65,22,3236,1,0
3237,3237,1,2026-06-10,1,2,6,7,2,3237,1,0
3238,3238,1,2025-08-07,1,30,91,91,30,3238,1,0
3239,3239,1,2026-02-16,1,31,94,93,31,3239,1,0
3240,3240,1,2024-08-19,1,23,68,70,23,3240,1,0
3241,3241,1,2025-03-02,1,19,57,58,19,3241,1,0
3242,3242,1,2026-07-22,1,4,12,11,4,3242,1,0
3243,3243,2,2025-01-31,1,30,89,90,30,3243,1,0
3244,3244,2,2025-01-21,1,9,26,27,9,3244,1,0
3245,3245,1,2026-03-17,1,13,39,40,13,3245,1,0
